avg_value_EUR,case_vendor,case_PR_NPR,case_product_type,case_product_specific,rework_activities,payment_block,automation,avg_vendor_workload,num_items,throughput
324.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.97435897435897,1,94
310.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.97435897435897,1,94
620.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.97435897435897,1,94
648.0,vendorID_0120,PR,Packaging,Labels,0.0,1,33.33333333333333,60.97435897435897,1,94
161.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.97435897435897,1,94
808.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.74358974358975,1,94
202.0,vendorID_0120,PR,Packaging,Labels,0.0,1,33.33333333333333,60.74358974358975,1,94
202.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.74358974358975,1,94
102.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.74358974358975,1,94
349.0,vendorID_0120,PR,Packaging,Labels,0.0,1,33.33333333333333,60.74358974358975,1,94
51.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.61538461538461,1,94
101.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,60.58974358974359,1,94
353.90909090909093,_other_vendor,PR,Packaging,Labels,0.0,1,0.0,61.44,22,94
16612.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.4444444444444446,1,42
8885.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,1.0,0,20.0,1.3846153846153846,1,166
4471.666666666667,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,4.1,6,39
8995.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,2.375,1,24
1290.0,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,4.0,2,42
1921.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,4.333333333333333,2,94
398.2,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,56.642857142857146,5,166
6218.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.0,1,122
449.875,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,16.363636363636363,8,42
1841.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.875,2,122
129.33333333333334,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,56.57142857142857,3,166
12772.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,5.02,1,102
4251.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,82.45454545454545,2,59
362.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,11.666666666666666,1,102
2786.5,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.333333333333333,2,59
4615.090909090909,vendorID_0106,PR,Packaging,Containers,0.0,1,0.0,33.77586206896552,11,102
11202.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,1.4285714285714286,1,87
2530.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,2.125,1,94
402.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,21.035714285714285,2,59
8995.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,1,0.0,2.25,1,24
331.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,8.758620689655173,5,102
2020.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,57.85416666666666,1,122
23261.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,10.466666666666669,2,94
13203.8,_other_vendor,PR,Additives,Extenders,1.0,1,0.0,10.466666666666669,5,94
3674.0,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,4.5625,1,42
30553.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,3.761904761904762,1,59
10884.0,_other_vendor,PR,Additives,Extenders,0.0,1,16.666666666666664,7.653846153846154,1,59
32500.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,20.0,1.75,1,94
1902.5,_other_vendor,PR,Packaging,_other_specific_type,2.0,0,0.0,4.926829268292683,2,80
403.3636363636364,vendorID_0136,PR,Packaging,Labels,2.0,1,0.0,56.42857142857143,11,166
153.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,57.72916666666666,1,122
35507.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,1.25,1,94
672.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,20.964285714285715,2,58
443.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,9.02127659574468,1,101
1357.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.2222222222222223,1,122
2818.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,1.125,1,165
2444.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,25.0,1.0,1,101
346.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.142857142857143,2,41
12574.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,162
902.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,3.8333333333333335,3,93
5035.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.3333333333333333,1,101
1125.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,1.1666666666666667,1,93
4475.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,7.3076923076923075,1,58
14.0,vendorID_0171,PR,Additives,_other_specific_type,0.0,0,0.0,15.4,1,191
43.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,59.6,1,93
28.0,vendorID_0171,_NPR,_other_product_type,_other_specific_type,0.0,1,0.0,15.35,1,191
4780.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,15.3375,1,191
1885.6,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,20.0,5.62,5,101
7910.4,_other_vendor,_NPR,Sales,Products for Resale,2.0,0,0.0,5.0625,5,58
3326.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,83.5625,8,58
7372.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,78.85365853658537,1,93
236.0,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,61.41666666666666,2,93
176.11111111111111,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,18.6,9,30
3221.0,vendorID_0104,PR,Packaging,Containers,0.0,0,25.0,78.85365853658537,1,93
666.25,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,18.2,12,23
1848.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.25,1,38
239.2,_other_vendor,_NPR,Sales,_other_specific_type,0.0,0,0.0,9.428571428571429,10,51
397.38461538461536,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,37.7,26,23
147.35294117647058,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,11.971428571428572,17,162
560.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,14.583333333333334,4,58
274.85714285714283,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,10.0,7,23
2444.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,2.272727272727273,1,101
5355.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,5.421052631578948,2,51
4527.0,_other_vendor,PR,Additives,Extenders,0.0,1,40.0,7.878787878787879,1,93
466.38461538461536,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,20.0,38.708333333333336,26,58
229.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,13.34375,2,93
7170.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,93
123.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,8.179487179487179,1,101
3246.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,8.179487179487179,1,101
932.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,8.179487179487179,1,101
3986.0,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,8.128205128205128,1,101
2982.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,8.128205128205128,1,101
371.0,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,3.388888888888889,3,101
632.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,61.333333333333336,1,93
1320.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,13.8,8,162
13701.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,0.0,1.75,1,58
449.875,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,61.29166666666666,8,93
466.0,_other_vendor,PR,Packaging,Labels,4.0,0,12.5,4.571428571428571,1,93
9581.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.0384615384615383,1,93
200.35,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,24.789473684210527,20,58
729.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,55.82608695652174,2,165
630.5,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,55.79710144927536,2,165
4065.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,3.0,2,30
1128.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,83.25,2,58
11320.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.1153846153846154,1,93
4674.5,vendorID_0106,PR,Packaging,Containers,0.0,0,0.0,43.94117647058823,2,30
215.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,18.53333333333333,2,30
1225.2,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,11.727272727272728,5,101
14064.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,4.142857142857143,1,121
482.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,16.38095238095238,3,41
3045.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,78.60975609756098,2,93
202.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,13.796296296296296,1,165
2174.1111111111113,vendorID_0106,PR,Packaging,Containers,0.0,0,0.0,33.85964912280702,18,101
6422.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,7.306122448979591,1,93
112.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.910714285714286,1,255
24317.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,7.285714285714286,1,93
70494.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.5555555555555556,1,93
4114.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.75,2,41
2872.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,6.4,1,252
1212.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.208333333333333,1,41
783.5,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,0,0.0,2.3043478260869565,2,94
3565.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.0454545454545454,3,101
32303.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.1428571428571428,1,93
2714.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,6.4,2,252
3438.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.0,1,93
38791.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.0,1,121
11639.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.1538461538461535,1,93
9699.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0666666666666669,1,101
6432.75,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,3.730769230769231,4,71
6896.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.55,1,93
8064.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,3.75,1,93
6235.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.25,1,58
4473.0,vendorID_0171,PR,_other_product_type,_other_specific_type,0.0,0,0.0,15.653846153846152,1,49
29926.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.3333333333333333,1,114
4136.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.2,1,121
4551.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.6296296296296298,1,58
3491.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,3.0,1,93
450.3333333333333,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,58.95121951219512,6,101
3128.6666666666665,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,2.6666666666666665,3,142
153.0,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,58.4468085106383,1,121
490.7142857142857,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,6.4,7,101
48913.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,2.142857142857143,1,101
6.0,vendorID_0171,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.341772151898734,1,191
6.0,vendorID_0171,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,15.329113924050631,1,191
8456.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.8979591836734693,1,255
3290.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.125,1,121
32003.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.1,1,93
450.5625,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,54.10416666666666,16,93
298.6666666666667,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,55.71014492753624,3,165
952.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.2666666666666666,1,79
3412.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,93
885.8888888888889,_other_vendor,PR,Packaging,Labels,0.0,1,20.0,48.0,9,93
31003.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,7.244897959183674,1,93
11543.0,_other_vendor,PR,Packaging,_other_specific_type,1.0,0,0.0,1.2857142857142858,1,100
6653.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.1538461538461535,1,93
1567.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,20.0,2.923076923076923,1,93
12626.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.892857142857143,1,254
16346.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,1.4545454545454546,2,93
3112.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,1.0,1,100
799.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,83.0,2,57
152.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,10.1875,2,121
1386.1,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,8.548387096774194,10,121
45066.0,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,1.1538461538461535,1,92
21304.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,3.78125,1,92
7015.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.0,1,40
3843.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,4.857142857142857,1,100
15131.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,2.972972972972973,1,92
3007.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,2.6666666666666665,1,40
5522.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.2,1,48
1623.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,92
1218.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,1.0,0,0.0,1.0,1,57
675.5,_other_vendor,PR,Packaging,Containers,1.0,0,0.0,4.571428571428571,2,100
6962.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,6.875,1,254
750.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,4.631578947368421,1,40
334.40909090909093,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,47.66666666666666,22,92
79.75,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,8.0,4,85
759.0,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,10.61904761904762,1,92
43817.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,1,0.0,3.0,1,92
62783.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,1.0,1,92
174.1578947368421,_other_vendor,PR,Packaging,Labels,0.0,1,20.0,10.595238095238097,19,92
800.4,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,9.434782608695652,5,92
1093.6666666666667,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,6.642857142857143,6,92
71.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,25.0,1.1111111111111112,1,92
356.0,_other_vendor,PR,Packaging,Labels,0.0,0,25.0,1.4166666666666667,1,92
691.0,_other_vendor,PR,Packaging,Containers,1.0,1,16.666666666666664,16.11111111111111,2,92
10383.5,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,25.0,1.125,2,92
4329.2,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,82.90625,5,57
189.46666666666667,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,68.58333333333333,15,120
139.14285714285714,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,17.857142857142858,7,29
1764.3333333333333,vendorID_0104,PR,Packaging,Containers,1.0,0,16.666666666666664,81.67441860465117,3,120
2583.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,2.0,2,29
1261.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,11.5,2,57
688.25,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,0,0.0,17.77777777777778,8,22
2634.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,4.107142857142857,1,161
345.22727272727275,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,19.1,22,22
365.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,43.375,6,29
727.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,5.25925925925926,2,161
99.0,_other_vendor,_NPR,Sales,_other_specific_type,0.0,1,20.0,5.333333333333333,5,22
401.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.67567567567568,1,92
606.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.648648648648646,1,92
1212.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.648648648648646,1,92
203.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.648648648648646,1,92
101.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.648648648648646,1,92
102.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
120.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
523.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
1047.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
349.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
203.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
101.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,61.54054054054054,1,92
446.3103448275862,_other_vendor,_NPR,Sales,Products for Resale,1.0,0,0.0,33.2037037037037,29,161
139.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,0.0,1,20.0,19.04255319148936,1,161
52598.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,1.608695652173913,1,92
116.85714285714286,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,39.40476190476191,21,161
90.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,3.4285714285714284,4,50
1140.4444444444443,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,14.956521739130435,9,57
561.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,79.225,2,92
567.6666666666666,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,68.5,3,120
1330.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.434782608695652,1,92
335.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,61.869565217391305,2,92
229.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,3.8,4,22
56752.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,16.666666666666664,2.1666666666666665,1,92
54904.0,_other_vendor,PR,_other_product_type,_other_specific_type,1.0,0,16.666666666666664,2.235294117647059,1,254
148.0,_other_vendor,PR,Packaging,Labels,0.0,0,0.0,15.4,1,40
453.0,vendorID_0104,PR,Packaging,Containers,0.0,0,0.0,79.05,1,92
499.4,vendorID_0120,PR,Packaging,Labels,2.0,1,0.0,58.15217391304348,5,120
4616.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,1.0,1,57
5954.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,16.666666666666664,1.0909090909090908,1,92
2147.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.9166666666666667,1,254
788.0,_other_vendor,PR,Packaging,Labels,1.0,0,0.0,42.91176470588236,1,120
1922.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.4545454545454546,1,40
5417.5,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,6.766666666666667,2,92
24072.0,_other_vendor,PR,Additives,Extenders,1.0,0,0.0,1.1333333333333333,1,141
15302.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,1.95,1,86
4793.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,0,0.0,1.5454545454545454,1,22
1394.0,vendorID_0106,PR,Packaging,Containers,0.0,1,0.0,35.08695652173913,1,40
1498.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,13.14,3,254
2122.0,_other_vendor,PR,Packaging,Containers,5.0,0,0.0,4.239130434782608,1,106
28370.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,20.0,1.7741935483870968,1,92
2110.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,2.625,1,40
5445.5,_other_vendor,PR,_other_product_type,_other_specific_type,2.0,0,0.0,2.5185185185185186,2,164
24567.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,7.25,2,92
14235.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,0.0,1.5769230769230769,2,92
2555.3333333333335,_other_vendor,PR,Additives,Extenders,0.0,1,0.0,7.9375,3,92
6236.5,_other_vendor,PR,Additives,Extenders,1.0,1,16.666666666666664,6.7,2,92
2504.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,2.5294117647058822,1,100
449.3333333333333,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,21.62962962962963,3,57
9243.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.954545454545457,1,57
9243.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,40.0,9.909090909090908,1,57
10281.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,9.863636363636363,1,57
796.0,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,2.6923076923076925,2,113
10281.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,40.0,9.818181818181818,1,57
10002.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.0,1,164
5533.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,3.7096774193548394,1,92
10731.0,_other_vendor,PR,Packaging,_other_specific_type,0.0,1,20.0,4.65,1,91
6500.5,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,8.755555555555556,2,99
1455.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,7.7894736842105265,1,99
1790.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,1,20.0,4.297297297297297,1,84
30722.5,_other_vendor,PR,Additives,Extenders,2.0,0,0.0,6.666666666666667,2,91
320.0,_other_vendor,_NPR,_other_product_type,_other_specific_type,1.0,1,16.666666666666664,1.0,1,163
762.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.5454545454545454,1,120
3895.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.5,1,56
393.0,vendorID_0136,PR,Packaging,Labels,0.0,1,0.0,52.35294117647059,1,163
659.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,52.338235294117645,1,163
578.1,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,57.369565217391305,10,119
310.6666666666667,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,57.15217391304348,3,119
281.5,vendorID_0120,PR,Packaging,Labels,0.0,1,0.0,57.08695652173913,20,119
374.09090909090907,vendorID_0120,PR,Packaging,Labels,1.0,0,0.0,56.65217391304348,11,119
319.38461538461536,vendorID_0120,PR,Packaging,Labels,0.0,1,20.0,56.41304347826087,13,119
230.77272727272728,vendorID_0120,PR,Packaging,Labels,0.0,0,0.0,56.130434782608695,22,119
1188.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.0,1,163
2518.0,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,8.48936170212766,1,99
602.0,_other_vendor,_NPR,Sales,Products for Resale,3.0,0,25.0,2.625,2,56
2983.0,_other_vendor,PR,Additives,Extenders,0.0,0,0.0,1.75,1,39
238.5,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,21.51851851851852,2,56
231.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,4.27027027027027,1,84
481.0,_other_vendor,PR,Packaging,Containers,0.0,1,20.0,1.0,1,99
6138.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.6666666666666667,1,39
175.77272727272728,_other_vendor,PR,Packaging,Labels,0.0,0,20.0,67.69565217391305,22,119
453.0,vendorID_0104,PR,Packaging,Containers,0.0,0,20.0,81.04761904761905,1,119
403.0,vendorID_0104,PR,Packaging,Containers,0.0,0,25.0,78.56410256410257,1,91
166.5,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,0.0,10.238095238095235,2,56
224.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,15.647058823529411,1,99
233.0,vendorID_0120,PR,Packaging,Labels,0.0,0,40.0,56.355555555555554,1,119
386.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,1.5,1,21
7259.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,0.0,2.5,3,99
1842.8,_other_vendor,_NPR,Sales,Products for Resale,0.0,1,20.0,9.5,5,91
2695.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,4.0,1,119
769.0,_other_vendor,PR,Packaging,Containers,0.0,1,0.0,4.0,1,119
2758.0,_other_vendor,_NPR,Sales,Products for Resale,2.0,0,0.0,4.333333333333333,1,56
16900.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,2.0,2,91
4843.0,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,1.2307692307692308,1,91
5421.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,4.361111111111111,1,84
2109.0,_other_vendor,PR,_other_product_type,_other_specific_type,0.0,0,0.0,3.7,1,91
728.0,vendorID_0136,PR,Packaging,Labels,0.0,0,0.0,53.04477611940298,1,163
11210.0,_other_vendor,_NPR,Sales,Products for Resale,0.0,0,25.0,1.0,1,49
14996.0,_other_vendor,PR,Additives,_other_specific_type,0.0,1,0.0,1.2222222222222223,1,91
12772.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,4.617021276595745,1,99
1921.0,_other_vendor,PR,Packaging,Containers,0.0,0,0.0,4.595744680851064,1,99
6815.4,_other_vendor,PR,Additives,_other_specific_type,0.0,0,0.0,4.55,5,91
